note_id,last modification time,tags,Front,Back,Sound,Image,Notes,Part of Speech,Acceptions,Synonymous,Synonymous_sound,Morphemes,Tense,Example Sentence Tibetan,Example Sentence English,Example Sentence Sound,Shesa,Shesa_sound,Sanskrit,Spelling Out,Phrase?
1698831740485,1702725511,LRZTP LRZTP_22 LRZTP_Module_3, དམ་པའི་ཆོས་,"""the excellent Dharma (also: sacred or """"holy"""" dharma)""",[sound:L22 Nouns_C-09.mp3],"""<img alt=""""Vajra Cutter Sutra English eBook eBook by FPMT - EPUB Book | Rakuten Kobo  Greece"""" src=""""paste-61fbcc7e194c804f015d01499d14787c9b989ab1.jpg"""">""",,n,,,,"དམ་པའི་ཆོས་སྒྲུབ།  དམ་པ་ = sacred, holy; ཆོས་ = dharma – comes from: འཆོས་པ་ = to make, to correct, as in: ཧིན་དྷུའི་ཆོས་ = Hinduism; སྒྲུབ་ = to accomplish, as in: ཚིག་སྒྲུབ་  = sentence",,མི་ཚེ་འདི་ལ་དམ་པའི་ཆོས་ཡག་པོ་ཅིག་བྱེད་དགོས་རེད།,"In this life, it is important to practice Dharma well.",[sound:L22 Nouns_C-10.mp3],,,,,
1698831940447,1702725511,LRZTP LRZTP_22 LRZTP_Module_3, སྒྲུབ་པ་,"to practice, to accomplish",[sound:L22 Nouns_C-11.mp3],"""<img alt=""""3 Buddhist Practices That Will Improve Your Life"""" src=""""paste-91071941ea5540086bb054762fa4a6bd5fc25f89.jpg"""">""",,v,,,,,,སྐྱེ་བོ་དམ་པ་མང་པོས་སྒྲུབ་པ་ཉམས་ལེན་ཞེ་དྲགས་གནང་གི་ཡོད་རེད།, Many holy beings train a lot in meditational practices.,[sound:L22 Nouns_C-12.mp3],,,,,
1698832059828,1702725511,LRZTP LRZTP_22 LRZTP_Module_3, རྡོ་རྗེ་གདན་,"Bodhgaya,Vajrasana",[sound:L22 Nouns_C-13.mp3],"""<img alt=""""Oaks Bodhgaya | Official Website | Modern Bodhgaya Hotel"""" src=""""bodhgaya-hotel-teaser-image.jpg"""">""",,n,,,,"རྡོ་རྗེ་གདན་ལ་སངས་རྒྱས་པ།        to reach enlightenment in Bodhgaya, to become a Buddha in Bodhgaya (རྡོ་རྗེ་ =vajra, as in: རྡོ་རྗེ་ཐེག་པ་ = Vajrayana; གདན་ = seat, as in: ས་གདན་ = floor rug; ལ་ = ལ་དོན་; སངས་རྒྱས་པ་ = to become a Buddha, as in སངས་ = to have purified, རྒྱས་ = to have unfolded, expanded, as in: ཡར་རྒྱས་གཏོང་བ་ = to improve) ",,རྡོ་རྗེ་གདན་སངས་རྒྱས་བཅོམ་ལྡན་འདས་སངས་རྒྱས་སའི་གནས་རྩ་ཆེ་ཤོས་ཅིག་རེད། ,Bodhgaya is a sacred place where the Buddha Bhagavan attained enlightenment.,[sound:L22 Nouns_C-14.mp3],,,,,
1698832210073,1702725511,LRZTP LRZTP_22 LRZTP_Module_3, སངས་རྒྱས་པ་,"to attain buddhahood, to get enlightened",[sound:L22 Nouns_C-15.mp3],"""<img alt=""""Festival of the Buddha's Enlightenment - Throssel"""" src=""""paste-e660b3607ec470441bfcba323c01284be4a58cca.jpg"""">""",,v,,,,"སངས་རྒྱས་པ་ = to become a Buddha, as in སངས་ = to have purified, རྒྱས་ = to have unfolded, expanded, as in: ཡར་རྒྱས་གཏོང་བ་ = to improve",,ངས་ཉིན་མ་རྟག་པར་སེམས་ཅན་ཐམས་ཅད་མགྱོགས་པོ་སངས་རྒྱས་པར་ཤོག་ཟེར་སྨོན་ལམ་རྒྱག་གི་ཡོད། ,"I pray everyday, for sentient beings to quickly reach enlightenment.",[sound:L22 Nouns_C-16.mp3],,,,,
1698832317240,1702725511,LRZTP LRZTP_22 LRZTP_Module_3, ཝ་ར་ན་སི་,Varanasi,[sound:L22 Nouns_C-17.mp3],"""<img alt=""""The BEST Varanasi Architecture 2023 - FREE Cancellation | GetYourGuide"""" src=""""paste-887c9d041744da49d5d48f476986206f2d611586.jpg"""">""",,n,,,,,,ཝ་ར་ན་སི་སངས་རྒྱས་ཀྱིས་བདེན་བཞིའི་ཆོས་འཁོར་སྐོར་སའི་གནས་རེད།,Sarnath is the place where the Buddha turned wheel of Dharma on the Four (Noble) Truths.,[sound:L22 Nouns_C-17.mp3],,,,,
1699249122908,1702725502,LRZTP LRZTP_21 LRZTP_Module_3,... དྲན་གྱི་འདུག,... I think (in my opinion).,,,"ཆོས་ལུགས་སོ་སོའི་བློ་ལ་བབས་པའི་ཆོད་དེ་ཉམས་ལེན་བྱས་ན་ཡག་ག་ཡོག་རེད་དྲན་གྱི་འདུག<br>If you practice the religion that is appealing for you, that is good, I think.",,,,,,,,,,,,,,
1699249569367,1702725502,LRZTP LRZTP_21 LRZTP_Module_3,དྲན་པ་,"(1) remember, (2) miss, (3) to think",,,"ངའི་ཕ་མ་དྲན་གྱི་འདུག<br>I miss my parents.<br>ཚིག་དེ་ཚོ་དྲན་གྱི་མི་འདུག<br>I don't remember those words.<br>འདི་ཡག་པོ་མི་འདུག་དྲན་གྱི་འདུག<br>That is not good, I think.",n,,,,,,,,,,,,,
1699433390871,1702725546,Lesson23 LRZTP LRZTP_23 LRZTP_Module_3,རྒྱས་བཤད་གནང་བ་,to explain in detail or extensively (H),[sound:L23 vocab_A-01.mp3],"""<img alt=""""Reminder and Text for Online Teaching with His Holiness the Dalai Lama - FPMT"""" src=""""20170108_HH_Dalai_Lama_IG5A1769_NP.jpg"""">""",Non-honorific: རྒྱས་པར་བཤད་པ,v,"detailed explanation, elaboration, extensive explanation",,,"རྒྱས་ = to have increased, as in: སངས་རྒྱས་ = Buddha; བཤད་པ་ = to say, to converse, as in: སྐད་ཆ་བཤད་པ་ = to have a conversation",,བླ་མ་དེས་ཆོས་གསུང་དུས་རྒྱས་བཤད་ཞེ་དྲགས་གནང་གི་རེད།,"When this lama teaches, he provides extensive explanations.",[sound:L23 vocab_A-02.mp3],,,,,
1699433559860,1702725546,Lesson23 LRZTP LRZTP_23 LRZTP_Module_3,བཀའ་དང་པོ་,The first [set of] teachings,[sound:L23 vocab_A-03.mp3],"""<img alt=""""The First Sermon at the Deer Park — Theravada Buddhist Council of Malaysia"""" src=""""image-asset-f919c580f21ffe80d8c6c03b89162b8998455be7.jpeg"""">""",,n,The first [turning of the]་wheel of Dharma,ཆོས་འཁོར་དང་པོ་,,"ཆོས་ = Dharma, as in: ཆོས་ལུགས་ = religious tradition; འཁོར་ = wheel, as in: དུས་འཁོར་དབང་ཆེན་ = Kalachakra initiation; དང་པོ་ = first, as in: ལས་དང་པོ་བ་ = beginner",,སངས་རྒྱས་ཀྱིས་ཆོས་ཐོག་མར་འམ་ཡང་ན་དང་པོ་གསུང་པའི་ཆོས་དེ་ལ་བཀའ་དང་པོ་ཟེར་གྱི་རེད། མ་ཟད་ཆོས་འཁོར་དང་པོ་ཡང་ཟེར་གྱི་རེད།,"As for the initial teachings the Buddha gave, or the first teaching he gave, these are called the first set of teachings. On top of that, they are also called the first turning of the wheel of Dharma.",[sound:L23 vocab_A-04.mp3],,,,,
1699433670861,1702725546,Lesson23 LRZTP LRZTP_23 LRZTP_Module_3,བདེན་བཞིའི་ཆོས་འཁོར་,The teaching/turning of the wheel of Dharma regarding the Four [Noble] Truths,[sound:L23 vocab_A-05.mp3],"""<img alt=""""The First Sermon at the Deer Park — Theravada Buddhist Council of Malaysia"""" src=""""image-asset-f919c580f21ffe80d8c6c03b89162b8998455be7.jpeg"""">""",,n,,,,"བདེན་པ་ = Truth, as in: དྲང་བདེན་ = honesty sincerity; བཞི་ = four, as in: ནམ་དུས་བཞི་ = the four seasons; འི་ = འབྲེལ་སྒྲ་; ཆོས་ = Dharma, as in: ཆོས་ལུགས་ = religious tradition; འཁོར་ = wheel, as in: དུས་འཁོར་དབང་ཆེན་ = Kalachakra initiation",,སངས་རྒྱས་ཀྱིས་ཁོ་རང་གི་འདུལ་བྱ་འཁོར་ལྔ་སྡེ་བཟང་པོ་ལ་དང་པོ་འཕགས་པའི་བདེན་པ་བཞི་གསུང་པ་རེད།,"The Buddha first taught his disciples, the five virtuous ones, the Four Noble Truths.",[sound:L23 vocab_A-06.mp3],,,,,
1699433796687,1702725546,Lesson23 LRZTP LRZTP_23 LRZTP_Module_3,བཀའ་བར་བ་,The second [set of] teachings,[sound:L23 vocab_A-07.mp3],"""<img alt=""""Gijjhakuta – Vultures Peak | ALL I NEED IS MY PASSPORT"""" src=""""DSC_0836.jpg"""">""",<div>lit. the middle [set of] teachings</div>,n,,,,"བཀའ་ = speech, as in: བཀའ་དང་བསྟན་བཅོས་ = The Word of the Buddha and the Commentaries, བཀའ་མོལ་གནང་བ་ = to have a conversation (H); བར་བ་ = between, as in: བར་དུ་ = until",,སངས་རྒྱས་ཀྱིས་འཕགས་པའི་བདེན་པ་བཞི་གསུངས་ཚར་པའི་རྗེས་ལ་བྱ་རྒོད་ཕུང་པོའི་རི་ལ་བྱང་ཆུབ་སེམས་དཔའ་དང་ལྷ་དང་མི་ལ་སོགས་པ་མང་པོ་ཅིག་ལ་ཆོས་ཐམས་ཅད་བདེན་པར་མེད་པར་གསུང་པའི་པའི་ཆོས་དེ་ལ་བཀའ་བར་པ་ཟེར་གྱི་ཡོད་རེད།,"After the Buddha taught the Four Noble Truths, he taught at Vulture Peak to many bodhisattvas, gods and demigods the emptiness of all phenomena. These are called the second set of teachings.",[sound:L23 vocab_A-08.mp3],,,,,
1699433947188,1702725546,Lesson23 LRZTP LRZTP_23 LRZTP_Module_3,བཀའ་མཐའ་མ་,The third [set of] teachings,[sound:L23 vocab_A-09.mp3],"""<img alt=""""Vaishali Buddhist Pilgrimage- Tourist Attractions in Vaishali, Bihar"""" src=""""https://www.tourmyindia.com/images/vaishali-bihar.jpg"""">""","lit. the last [set of] teachings<br>Picture is of Vaishali, where he taught it.",n,the final instructions/words (of the Buddha),,,"བཀའ་ = speech, as in: བཀའ་དང་བསྟན་བཅོས་ = The Word of the Buddha and the commentaries, བཀའ་མོལ་གནང་བ་ = to have a conversation (H); མཐའ་མ་ = last, final, end, as in: གྲུབ་མཐའ་ = philosophical tenet, མཐའ་ལ་མ་ལྷུང་བ་ = not falling into extremes",,དེའི་རྗེས་ལ་ཡུལ་ཡངས་པ་ཅན་ལ་སོགས་པ་ལ་ཆོས་ཐམས་ཅན་བདེན་པར་ཡོད་མེད་ཀྱི་ཁྱད་པར་གསལ་པོ་བྱས་ནས་གསུངས་པའི་ཆོས་དེ་ལ་བཀའ་མཐའ་མ་ཟེར་གྱི་ཡོད་རེད།,"After this, in Vaishali and so forth, he clarified the point of whether or not all phenomena are truly existent. That Dharma teaching is called “the final instructions/words (of the Buddha)”.",[sound:L23 vocab_A-10.mp3],,,,,
1699434077669,1702725546,Lesson23 LRZTP LRZTP_23 LRZTP_Module_3,སྡུག་བསྔལ་གྱི་བདེན་པ་,The Truth of Suffering,[sound:L23 vocab_A-11.mp3],"""<img alt=""""Gautama Buddha quote: What is the noble truth of suffering? Birth is suffering..."""" src=""""quote-what-is-the-noble-truth-of-suffering-birth-is-suffering-ageing-is-suffering-and-sorrow-gautama-buddha-104-26-.jpg"""">""",,n,,,,"སྡུག་བསྔལ་ = suffering; སྡུག as in: སྡུག་པོ་ = bad, poor, miserable; བསྔལ་ = pain; གྱི་ = འབྲེལ་སྒྲ་; བདེན་པ་ = truth, as in: དྲང་བདེན་ = honesty, sincerity",,སེམས་ཅན་ཐམས་ཅད་སྡུག་བསྔལ་ལས་ཐར་བར་ཤོག,May all sentient beings be free from suffering,[sound:L23 vocab_A-12.mp3],,,,,
1699434180341,1702725546,Lesson23 LRZTP LRZTP_23 LRZTP_Module_3,ཀུན་འབྱུང་གི་བདེན་པ་,The Truth of Origin [of suffering],[sound:L23 vocab_A-13.mp3],"""<img alt=""""Dharma means the teaching of the Buddha - ppt download"""" src=""""The+Second+Noble+Truth+Origin+of+suffering+(Samudāya).jpg"""">""",,n,,,,"ཀུན་ = all, as in: ཀུན་དགའ་ = Ananda, ཀུན་རྫོབ་ = relative, conventional; འབྱུང་བ་ = to arise, as in: འབྱུང་བ་ལྔ་ = the five elements, འབྱུང་ཁུངས་ = source particle; གི་ = འབྲེལ་སྒྲ་; བདེན་པ་ = truth, as in: དྲང་བདེན་ = honesty, sincerity",,ཀུན་འབྱུང་(གི་བདེན་པ་)ཟེར་ན་སྡུག་བསྔལ་ཚང་མ་འབྱུང་ས་དེ་ལ་ཟེར་གྱི་ཡོད་རེད།,The (‘‘truth of) origin’’ refers to the source of all suffering.,[sound:L23 vocab_A-14.mp3],,,,,
1699434262003,1702725546,Lesson23 LRZTP LRZTP_23 LRZTP_Module_3,འགོག་པའི་བདེན་པ་,The Truth of Cessation [of suffering],[sound:L23 vocab_A-15.mp3],"""<img alt=""""End of Suffering - Truth Ultimate"""" src=""""nirvana-buddhism-1.jpg"""">""",,n,,,,"འགོག་པ་ = to be stopped, to cease, as in: དགག་སྒྲ་ = negation particle; བདེན་པ་ = truth, as in: དྲང་བདེན་ = honesty, sincerity",,འགོག་པ(འི་བདེན་པ)་ཟེར་དུས་སྐབས་འདི་ལ་སྡུག་བསྔལ་ཚང་མ་མེད་པ་བཟོ་བ་དེ་ལ་ཟེར་གྱི་ཡོད་རེད།,(The ‘‘truth of) cessation’’ refers a time when all suffering is eliminated.,[sound:L23 vocab_A-16.mp3],,,,,
1699434335672,1702725546,Lesson23 LRZTP LRZTP_23 LRZTP_Module_3,ལམ་གྱི་བདེན་པ་,The Truth of the Path,[sound:L23 vocab_B-01.mp3],"""<img alt=""""Noble Truths, Noble Path - The Wisdom Experience"""" src=""""Wisdom-Publications-Wisdom-Experience-Noble-Truths-Bhikkhu-Bodhi-Pali-Canon-theravada-sutta-anthology-scaled.jpg"""">""",,n,,,,"ལམ་ = path, as in: ལམ་ཀ་ = road, path, ལམ་ལྔ་ = the five paths, ཚོགས་ལམ་ = the Path of Accumulation, སྦྱོར་ལམ་ = the Path of Joining; གྱི་ = འབྲེལ་སྒྲ་; བདེན་པ་ = truth, as in: དྲང་བདེན་ = honesty, sincerity",,སྐབས་འདི་ལ་ལམ་(གྱི་བདེན་པ་)ཟེར་ཡག་དེ་སྡུག་བསྔལ་མེད་པ་བཟོ་བྱེད་ཀྱི་ཤེས་རབ་དེ་ལ་ཟེར་གྱི་ཡོད་རེད།,In this context the ‘‘(truth of) path” refers to wisdom that eliminates suffering.,[sound:L23 vocab_B-02.mp3],,,,,
1699434459605,1702725546,Lesson23 LRZTP LRZTP_23 LRZTP_Module_3,གསལ་བཤད་བསྐྱོན་པ་,to clarify or explain (H),[sound:L23 vocab_B-03.mp3],"""<img alt=""""Premium Photo | Annoyed senior man argue over phone explaining his point of view to another person"""" src=""""annoyed-senior-man-argue-phone-explaining-his-point-view-another-person_650366-1167.jpg"""">""",,v,"To explain clearly, clarification, clear explanation, elucidation",,,"གསལ་ = གསལ་པོ་ = clear, as in: དམིགས་བསལ་  = especially; བཤད་པ་ = to say, to express, as in: སྐད་ཆ་བཤད་པ་ = to have a conversation",,ཁྱེད་རང་གིས་ངའི་ལག་ཐོག་ཁ་པར་འཁྱེར་མེད་ན་ང་ལ་གསལ་བཤད་ཡག་པོ་ཅིག་བྱེད་དང་།<br><br>དེ་ལ་གསལ་བཤད་ཏོག་ཙམ་བསྐྱོན་ན་འགྲིག་གི་རེད་པས།,"If you have not taken my mobile phone, then please clearly explain it.<br><br>Can you clarify that a little bit.",[sound:please clarify that a little.mp3][sound:L23 vocab_B-04.mp3],,,,,
1699434593092,1702725546,Lesson23 LRZTP LRZTP_23 LRZTP_Module_3,འཁོར་བ་,Samsara,[sound:L23 vocab_B-05.mp3],"""<img alt=""""Saṃsāra - Wikipedia"""" src=""""The_wheel_of_life,_Buddhism_Bhavachakra.jpg"""">""",,n,Cyclic existence,,,"འཁོར་བ་ = samsara, as in: འཁོར་ལོ་ = wheel, རླུང་འཁོར་ = fan, ventilator, སྲིད་པ་ཁམས་གསུམ་འཁོར་བ་ = the three realms of cyclic existence",,སེམས་ཅན་ཚང་མ་འཁོར་བ་ལས་ཐར་ན་ག་འདྲས་ཡག་པོ་ཡོད་མ་རེད།,It would be so great if all sentient beings were free from samsara.,[sound:L23 vocab_B-06.mp3],,,,,
1699434791018,1702725546,Lesson23 LRZTP LRZTP_23 LRZTP_Module_3,མྱ་ངན་ལས་འདས་པ་,Nirvana,[sound:L23 vocab_B-07.mp3],"""<img alt=""""Nirvana - Topic - YouTube"""" src=""""zXjmd_yOxkfNK-D9p94PnsxL_ib-CukrlIXa38Zr6rogybrZr3cZyYjQXE9VePaB_7NWiQFLA_k=s900-c-k-c0x00ffffff-no-rj.jpg"""">""",lit. gone beyond misery,n,,འཁོར་བ་ལས་ཐར་པ་,,"མྱ་ངན་ = suffering, sorrow; ལས་ = འབྱུང་ཁུངས་ = from; འདས་པ་ = to have transcended, as in: བཅོམ་ལྡན་འདས་ = The Transcendent Conqueror, དུས་འདས་པ་ = Past tense",,སྐབས་འདི་ལ་མྱ་ངན་ལས་འདས་པ་དང་འཁོར་བ་ལས་ཐར་པ་གཉིས་དོན་དག་གཅིག་པ་རེད།,In this context passing into nirvana and being liberated from samsara refer to the same thing.,[sound:L23 vocab_B-08.mp3],,,,,
1699434983724,1702725546,Lesson23 LRZTP LRZTP_23 LRZTP_Module_3,རྒྱུ་དང་འབྲས་བུ་,Cause and effect,[sound:L23 vocab_B-09.mp3],"""<img src=""""DiagramAB.jpeg"""">""",,n,Cause(s) and result(s),,,"རྒྱུ་ = cause, as in: རྒྱུ་རྐྱེན་ = causes and conditions, རྒྱུ་མཚན་ = reason; དང་ = དང་སྒྲ་ = and; འབྲས་བུ་ = result, effect, as in: ལས་རྒྱུ་འབྲས་ = karma, cause and effect, འབྲས་ = rice",,འབྲས་བུ་ཚང་མ་རྒྱུ་ལས་བྱུང་པ་རེད། རྒྱུ་མེད་ན་འབྲས་བུ་ཡོད་མ་རེད།,"All results arise from causes. Without a cause, there is no result.",[sound:L23 vocab_B-10.mp3],,,Hetu-phala,,
1699435464423,1702725546,Lesson23 LRZTP LRZTP_23 LRZTP_Module_3,སྤང་བྱ་,objects of abandonment,[sound:L23 vocab_B pang.mp3],"""<img alt=""""Giving up meat won't save the Earth...but it might help - Boomer Eco Crusader"""" src=""""Giving-up-meat-save-the-earth.png"""">""",,n,,,,"སྤང་བ་ = to abandon, to discard; བྱ་ = that which one must do, as in: བྱ་བ་ = action, activity, བྱ་ཚིག = verb",,སྡུག་བསྔལ་ཚང་མ་སྤང་བྱ་རེད།<br>ངས་ལོ་གཉིས་དང་ཕྱེད་ཀའི་རིང་ལ་ཤ་སྤངས་པ་ཡིན།,All suffering is the object of abandonment.<br>I have given up meat for two years and a half.  ,[sound:L23 vocab_B pang sent.mp3],,,,,
1699435573119,1702725546,Lesson23 LRZTP LRZTP_23 LRZTP_Module_3,ཉམས་སུ་བླང་བྱ་,What is to be practiced or adopted,[sound:L23 vocab_B-12.mp3],"""<img alt=""""Practice Compassion to make Relationships Stronger - Make Me Better"""" src=""""compassion-_page-0001-scaled.jpg"""">""",,n,"what needs to be adopted, cultivated",,,"ཉམས་པ་ = to degenerate, as in: ཉམས་ལེན་བྱེད་པ་ = to practice; བླང་བ་ = to adopt, to take up, as in: བླང་དོར་གྱི་གནས་ = what is to be adopted and what is to be given up; བྱ་ = that which one must do, as in: བྱ་བ་ = action, activity, བྱ་ཚིག = verb",,བྱང་ཆུབ་ཀྱི་སེམས་དང་སྙིང་རྗེ་དེ་ཚོ་ཉམས་སུ་བླང་བྱ་རེད།,Bodhicitta and compassion are what is to be practiced.,[sound:L23 vocab_B-13.mp3],,,,,
1699437901580,1702725546,Lesson23 LRZTP LRZTP_23 LRZTP_Module_3,ཤེར་ཕྱིན་,"<div>abr. of ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་,&nbsp;<em>Prajñāpāramitā</em></div>",[sound:L23 vocab_C-01.mp3],"""<img alt=""""Prajnaparamita - Wikipedia"""" src=""""250px-Prajnaparamita_Java_Front.JPG"""">""",From ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་,n,<div>Perfection of wisdom. Transcendent knowledge</div>,,,"ཤེར་ཕྱིན་ = prajnaparamita; ཤེར་ = ཤེས་རབ་ = wisdom; ཕྱིན་ = went, as in: ཕ་རོལ་ཏུ་ཕྱིན་པ་ = paramita; ",,ཉམས་ལེན་གཙོ་བོ་དེ་ཤེས་རབ་ཀྱི་ཕར་ཕྱིན་དེ་རེད།,The main practice is the perfection of wisdom.,[sound:L23 vocab_C-02.mp3],,,,,
1699437985909,1702725546,Lesson23 LRZTP LRZTP_23 LRZTP_Module_3,་་་སྐབས་སུ་,<div>in the context of...</div>,[sound:L23 vocab_C-03.mp3],"""<img alt=""""How to Deal with Distractions While Meditating"""" src=""""how-to-deal-with-distractions-while-meditating.jpg"""">""",,,,,,"སྐབས་ = occasion, context, as in: གོ་སྐབས་ = opportunity",,ང་ཚོ་སྒོམ་རྒྱག་པའི་སྐབས་སུ་བསམ་བློ་གང་བྱུང་མང་བྱུང་གཏོང་རྒྱུ་ཡོད་མ་རེད།,"In the context of meditation, we are not supposed to think about random things.",[sound:L23 vocab_C-04.mp3],,,,,
1699438123706,1702725546,Lesson23 LRZTP LRZTP_23 LRZTP_Module_3,རང་གི་ངོ་བོས་མ་གྲུབ་པ་,not established by way of their own entity,[sound:L23 vocab_C-05.mp3],,,,,,,"རང་ = oneself, as in: རང་སྦྱོང་ = self study; ངོ་བོ་ = essence, as in: ངོ་བོ་ཉིད་ཀྱི་སྐུ་ = svabhavikakaya; མ་ =  “not”; དགག་སྒྲ་; གྲབ་པ་ = to be established, as in: ཚིག་གྲུབ་ = sentence",,བཀའ་བར་པའི་སྐབས་སུ་སངས་རྒྱས་ཆོས་ཐམས་ཅད་རང་གི་ངོ་བོས་མ་གྲུབ་པ་རེད་ཟེར་གསུངས་པ་རེད།,In the context of the middle set of teachings the Buddha taught that all phenomena are not established by their own essence.,[sound:L23 vocab_C-06.mp3],,,,,
1699438216580,1702725546,Lesson23 LRZTP LRZTP_23 LRZTP_Module_3,རང་གི་མཚན་ཉིད་ཀྱིས་མ་གྲུབ་པ་,Not established by their <b>own characteristics</b>,[sound:L23 vocab_C-07.mp3],,,,,,,"རང་ = oneself, as in: རང་སྦྱོང་ = self study; གི་ = འབྲེལ་སྒྲ་; མཚན་ཉིད་ = characteristic, definition; མཚན་ name (H), mark; ཉིད་ = emphasizer, as in: སྟོང་པ་ཉིད་ = emptiness; ཀྱིས་ = བྱེད་སྒྲ་; མ་ = དགག་སྒྲ་, as in: མ་རིག་པ་ = ignorance; གྲུབ་པ་ = to be established, as in: ཚིག་གྲུབ་ = sentence",,རང་གིས་ངོ་བོས་མ་གྲུབ་པ་ཟེར་ཡག་དང་རང་གི་མཚན་ཉིད་ཀྱིས་མ་གྲུབ་པ་ཟེར་ཡག་གཉིས་པོ་དོན་གཅིག་རེད།,Not established by their own essence refers to not being established by their own characteristics. Both of these mean the same thing.,[sound:L23 vocab_C-08.mp3],,,,,
1699438471769,1702725546,Lesson23 LRZTP LRZTP_23 LRZTP_Module_3,སྟོང་པ་ཉིད་,Emptiness,[sound:L23 vocab_C-09.mp3],"""<img alt=""""Buddhism has Nothing to do with Nihilism and everything to do with Experiencing; Why &quot;Emptiness&quot; and &quot;Nothingness&quot; are poor translations of Shunyata - Buddha Weekly: Buddhist Practices, Mindfulness, Meditation"""" src=""""Buddha-Weekly-Enso_Zen-symbol-of-emptiness-Buddhism.jpg"""">""","<div>From 84000 Glossary-Definitions:<br><br>This could refer to any of a number of enumerations of emptinesses. “Seven emptinesses,” “fourteen emptinesses,” and “eighteen emptinesses” are listed in this sūtra.</div><div>-&nbsp;</div><div></div><div>In the Mahāyāna, this refers to the lack of any intrinsic nature in all phenomena that would allow them to be regarded as ultimately real, independently existing entities.</div><div>-</div><div></div><div>In the Mahāyāna this is the term for how phenomena are devoid of any nature of their own. One of the three doorways to liberation along with the absence of aspiration and the absence of attributes.</div><div>-</div><div></div><div>Voidness, emptiness; specifically, the emptiness of absolute substance, truth, identity, intrinsic reality, or self of all persons and things in the relative world, being quite opposed to any sort of absolute nothingness (see glossary, under “emptiness”).</div><div>-</div><div></div><div>Emptiness denotes the ultimate nature of reality, the total absence of inherent existence and self-identity with respect to all phenomena. According to this view, all things and events are devoid of any independent, intrinsic reality that constitutes their essence. Nothing can be said to exist independently from the complex network of factors that gives rise to their origination, nor are phenomena independent of the cognitive processes and mental constructs that make up the conventional framework within which their identity and existence are posited. When all levels of conceptualization dissolve and when all forms of dichotomizing tendencies are quelled through deliberate meditative deconstruction of conceptual elaborations, the ultimate nature of reality will finally become manifest. It is the first of the three gateways to liberation.</div><div>-</div><div></div><div>This Skt. term is usually translated by “voidness” because that English word is more rarely used in other contexts than “emptiness” and does not refer to any sort of ultimate nothingness, as a thing-in-itself, or even as the thing-in-itself to end all things-in-themselves. It is a pure negation of the ultimate existence of anything or, in Buddhist terminology, the “emptiness with respect to personal and phenomenal selves,” or “with respect to identity,” or “with respect to intrinsic nature,” or “with respect to essential substance,” or “with respect to self-existence established by intrinsic identity,” or “with respect to ultimate truth-status,” etc. Thus emptiness is a concept descriptive of the ultimate reality through its pure negation of whatever may be supposed to be ultimately real. It is an absence, hence not existent in itself. It is synonymous therefore with “infinity,” “absolute,” etc.—themselves all negative terms, i.e., formed etymologically from a positive concept by adding a negative prefix (in + finite = not finite; ab + solute = not compounded, etc.). But, since our verbally conditioned mental functions are habituated to the connection of word and thing, we tend to hypostatize a “void,” analogous to “outer space,” a “vacuum,” etc., which we either shrink from as a nihilistic nothingness or become attached to as a liberative nothingness; this great mistake can be cured only by realizing the meaning of the “emptiness of emptiness,” which brings us to the tolerance of inconceivability.</div>",n,"openness, voidness",,,"སྟོང་པ་ = empty, as in: གཟུགས་སྟོང་པའོ་། = “Form is empty”; ཉིད་ = emphasizer, as in: མཚན་ཉིད་ = definition, characteristic, རང་ཉིད་གཅིག་པུ་ = I myself, alone",,སྟོང་པ་ཉིད་ཀྱི་དོན་དག་དེ་དཔེ་མི་སྲིད་པའི་གཏིང་ཟབ་པོ་རེད་འདུག,The meaning of emptiness is incredibly profound.,[sound:L23 vocab_C-10.mp3],,,śūnyatā,,
1699438578255,1702725546,Lesson23 LRZTP LRZTP_23 LRZTP_Module_3,བྱ་རྒོད་ཕུང་པོའི་རི་བོ་,"Vulture Peak (near Rajgir, India)",[sound:L23 vocab_C-11.mp3],"""<img alt=""""The Places Where Buddha Lived : Vulture Peak, Rajgriha - YouTube"""" src=""""maxresdefault-d57a78a8842dda9c679c1a9914ce93d9927d7c22.jpg"""">""",,n,,,,"བྱ་ = bird, as in: བྱ་ཤ་ = chicken; རྒོད་ = wild, as in: བྱིང་རྒོད་ = dullness and agitation; ཕུང་པོ་ = heap, skandha, as in: ཕུང་པོ་ལྔ་ = the five aggregates; རི་བོ་ = mountain, as in: གངས་རི་ = snow mountain, རི་རབ་ = Mount Meru",,བྱ་རྒོད་ཕུང་པོའི་རི་དེ་སངས་རྒྱས་ཀྱི་ཤེས་རབ་སྙིང་པོ་གསུང་སའི་གནས་རྩ་ཆེན་པོ་ཅིག་རེད།,Vulture Peak is a sacred place where the Buddha taught the heart of the perfection of wisdom.,[sound:L23 vocab_C-12.mp3],,,,,
